sat_id,toc_time,toe_s,af0_s,af1_s_per_s,af2_s_per_s2,sqrt_a_sqrt_m,eccentricity,i0_rad,omega0_rad,omega_rad,m0_rad,delta_n_rad_s,health,is_healthy
C04,2026-04-30 04:00:00,360000.0,-1.020962372422e-07,-1.891820033961e-13,0.0,6493.376281738,0.0007330584339797,0.1384097706254,-2.018315701945,-0.4240790724127,0.06911894399574,6.082396213359e-09,0.0,True
C04,2026-04-30 05:00:00,363600.0,-1.032603904605e-07,-2.406963517387e-13,0.0,6493.382699966,0.0007354232948273,0.1373998070935,-1.852926629329,-0.5884418684972,0.330034419624,6.370265347121e-09,0.0,True
C04,2026-04-30 06:00:00,367200.0,-1.047737896442e-07,-3.250733016102e-13,0.0,6493.395339966,0.0007393772248179,0.1341885483031,-1.686438052354,-0.7508525730292,0.5879359080391,6.612418290906e-09,0.0,True
C04,2026-04-30 07:00:00,370800.0,-1.064036041498e-07,-3.819167204711e-13,0.0,6493.408208847,0.0007424203213304,0.1288441516075,-1.51755723859,-0.9142835020006,0.8445390917688,6.908144894821e-09,0.0,True
C04,2026-04-30 08:00:00,374400.0,-1.045409590006e-07,4.440892098501e-14,0.0,6493.414543152,0.0007433578139171,0.1214831238026,-1.344666880899,-1.084219517112,1.103743068815,7.274231572372e-09,0.0,True
C04,2026-04-30 09:00:00,378000.0,-1.037260517478e-07,1.172395514004e-13,0.0,6493.411239624,0.0007433000719175,0.1122731401698,-1.165541779939,-1.26541690151,1.368104272429,7.553528920513e-09,0.0,True
C04,2026-04-30 10:00:00,381600.0,-1.043081283569e-07,-2.6645352591e-15,0.0,6493.402082443,0.0007440141635016,0.101439621756,-0.9768605967249,-1.459257978192,1.635700635988,7.458882120951e-09,0.0,True
C04,2026-04-30 11:00:00,385200.0,-1.053558662534e-07,-1.314504061156e-13,0.0,6493.395299911,0.0007452191784978,0.08928137543051,-0.7732873770603,-1.666212939268,1.901673644706,6.620275761059e-09,0.0,True
C04,2026-04-30 12:00:00,388800.0,-1.066364347935e-07,-2.291500322826e-13,0.0,6493.39733696,0.0007446308154613,0.07620733946158,-0.5456505901144,-1.892828745446,2.163393574597,4.861631077877e-09,0.0,True
C04,2026-04-30 13:00:00,392400.0,-1.065200194716e-07,-1.092459456231e-13,0.0,6493.406957626,0.0007412978447974,0.06282684702465,-0.2772064479727,-2.157931195022,2.422925782184,1.972582165965e-09,0.0,True
C04,2026-04-30 14:00:00,396000.0,-1.054722815752e-07,7.815970093361e-14,0.0,6493.416040421,0.0007376886205748,0.05017361944121,0.06323564485272,-2.496180025472,2.683713621136,-3.469787387715e-09,0.0,True
C04,2026-04-30 15:00:00,399600.0,-1.051230356097e-07,8.260059303211e-14,0.0,6493.418186188,0.0007367191137746,0.04019674489291,0.5249316105143,-2.957207974462,2.946101788599,-1.168655822063e-08,0.0,True
C04,2026-04-30 16:00:00,403200.0,-1.052394509315e-07,2.39808173319e-14,0.0,6493.413719177,0.0007385361241177,0.03610842721522,1.12377593691,2.727993029528,-3.074847892511,-1.168655822063e-08,0.0,True
C04,2026-04-30 17:00:00,406800.0,-1.059379428625e-07,-7.371880883511e-14,0.0,6493.400733948,0.0007436168380082,0.04004113137099,1.7245322197,2.130162540472,-2.814676995372,-1.168655822063e-08,0.0,True
C04,2026-04-30 18:00:00,410400.0,-1.079170033336e-07,-3.01980662698e-13,0.0,6493.380788803,0.0007503761444241,0.04993592743753,2.189123212466,1.672512151873,-2.558558839205,-1.063401437795e-08,0.0,True
C04,2026-04-30 19:00:00,414000.0,-1.079170033336e-07,-1.483257960899e-13,0.0,6493.375417709,0.0007517047924921,0.06255892381885,2.531505977305,1.333097108,-2.298540975001,-3.883733201648e-09,0.0,True
C04,2026-04-30 20:00:00,417600.0,-1.059379428625e-07,1.749711486809e-13,0.0,6493.378112793,0.0007513440214097,0.07593817423834,2.801041187157,1.062468391753,-2.03456767143,3.857303529318e-11,0.0,True
C04,2026-04-30 21:00:00,421200.0,-1.06985680759e-07,-3.819167204711e-14,0.0,6493.386861801,0.0007510649738833,0.08902758986504,3.029299497775,0.8295597820147,-1.767170056995,2.20116311585e-09,0.0,True
C04,2026-04-30 22:00:00,424800.0,-1.076841726899e-07,-1.127986593019e-13,0.0,6493.397489548,0.0007518873317167,0.1012115923262,-3.049941797061,0.6198804110444,-1.49883659192,3.356925543709e-09,0.0,True
C04,2026-04-30 23:00:00,428400.0,-1.0896474123e-07,-2.247091401841e-13,0.0,6493.405679703,0.0007533523021266,0.1120779371588,-2.861030983984,0.4268229054701,-1.232247072951,3.953378959816e-09,0.0,True
C06,2026-04-30 00:00:00,345600.0,0.0002865224378183,2.000177801165e-12,0.0,6493.833942413,0.002323115128092,1.024013065043,-3.069207705483,-2.215716760514,1.102177654306,4.75376944215e-10,0.0,True
