epoch_time,sat_id,health,tk,semi_major_axis,mean_motion_0,mean_motion,mean_anomaly,eccentric_anomaly,true_anomaly,phi,delta_u,delta_r,delta_i,u,r,i,omega_k,x_orb,y_orb,x,y,z,is_geo
2026-04-01 00:00:00,C19,0.0,0.0,27906134.1015625,0.00013543140143615782,0.00013543524570342984,2.869007019624,2.869303220056287,2.8695992635551995,2.205773159870599,-5.697756466958647e-06,-156.20477442387323,3.799874832479218e-09,2.205767462114132,27935580.632614467,0.9880121712266748,-21.009421610569,-16570109.103973402,22490623.592148844,19497708.322036013,6900439.835033265,18778177.908231623,False
2026-04-01 00:00:00,C20,0.0,0.0,27906185.04101563,0.00013543103061522507,0.00013543479380769143,-3.121456050705,-3.1214749238387722,-3.1214937881292695,-3.3581562763803694,1.224330325517679e-06,222.71586837833047,-3.081502595659212e-10,-3.358155052050044,27932583.976326212,0.9879973302035497,-21.008793400629997,-27280130.998463176,6001974.700146979,17889925.774704244,20858275.650936384,5011201.476656358,False
2026-04-01 00:00:00,C21,0.0,0.0,27906129.177734375,0.00013543143727994873,0.0001354352590462835,1.044558260216,1.0453455470595052,1.0461330137593043,0.6310235865569043,6.000807839989322e-06,150.5086020065532,-9.471804187086309e-08,0.6310295873647442,27893540.916991994,0.9872848400394582,-21.008187640632,22521816.869607404,16456530.30805017,-4944803.740450103,-23769496.873379476,13733519.55045539,False
2026-04-01 00:00:00,C22,0.0,0.0,27906146.4609375,0.00013543131146418903,0.0001354351669819297,1.193149009525,1.1938637213749042,1.1945785344195856,1.4094248508538856,-2.091667619218244e-06,-234.49916923953165,-4.646359017141331e-08,1.4094227591862665,27898016.58555731,0.9872941866013099,-21.008258050879,4482488.129593417,27535552.102256548,10137533.815444406,-12143871.150468346,22979471.94844944,False
2026-04-01 00:00:00,C23,0.0,0.0,27906491.705078125,0.00013542879824669356,0.0001354325523316377,3.05857572159,3.058588936050839,3.058602149462369,2.5095854952978693,-1.1842629440930653e-05,8.977514528224106,3.5905947484864486e-08,2.5095736526684282,27910933.27875212,0.9445575545065474,-18.92677754223253,-22519556.324513048,16489080.612272987,-21706896.23413096,11372741.849000026,13360074.670735458,False
2026-04-01 00:00:00,C24,0.0,0.0,27906535.763671875,0.00013542847752612296,0.00013543220410992156,-3.026664667475,-3.0267431389625354,-3.026821583778259,-2.170293924431759,1.2896845748256891e-05,-28.020088070177557,7.055567772114996e-08,-2.170281027586011,27925491.110522743,0.9445514449003778,-18.92696861396287,-15756039.712627256,-23056024.512868594,-16753907.572701484,-12254312.834566372,-18680777.600566912,False
2026-04-01 00:00:00,C25,0.0,0.0,27906646.962890625,0.00013542766806704057,0.00013543135464917294,2.45818603583,2.4585620118132314,2.4589379009827512,3.2565515407923513,3.2262555216696205e-06,96.96372228863473,6.691173707201028e-08,3.256554767047873,27919638.614065666,0.946158513088837,-18.94957129954688,-27735344.735831823,-3202635.278109662,-27783748.852395024,905785.8789129166,-2597897.6093423543,False
2026-04-01 00:00:00,C26,0.0,0.0,27906611.33984375,0.00013542792737912518,0.00013543148431300003,-2.269575183133,-2.27030866866145,-2.271041928043428,-1.450561993589428,-3.7665957203989023e-06,-60.78533919150597,1.2230400242260877e-08,-1.4505657601851485,27923774.379270982,0.9462068824588002,-18.948938376817388,3349208.5677721994,-27722192.870586406,1724249.2679535418,-16463262.15758372,-22488333.40150097,False
2026-04-01 00:00:00,C27,0.0,0.0,27905979.03125,0.0001354325303027832,0.00013543685476862885,-1.739578027127,-1.7403001959084494,-1.7410223201294561,-0.334157236631456,-6.61177392359793e-06,253.8089938182383,-2.5083864441182323e-08,-0.3341638484053796,27909681.918283585,0.9490453560656356,-16.830683476026998,26365854.522862695,-9153800.306922067,-6617160.300065325,26072949.115787268,-7440756.597858386,False
2026-04-01 00:00:00,C28,0.0,0.0,27906173.58007813,0.00013543111404658835,0.00013543543851243399,0.3068817090264,0.30691023536009976,0.3069387629777466,0.3003168745323706,-1.2338122357963833e-06,160.50342925638253,-3.710395127595631e-08,0.3003156407201348,27903822.24889256,0.9489197788609488,-16.830993605151,26654935.433937248,8254557.111706723,-15875049.897233661,21945222.745605744,6709194.102415087,False
