sat_id,toc,toe,af0,af1,af2,sqrtA,e,i0,Omega0,omega,M0,DeltaN,IDOT,Cuc,Cus,Crc,Crs,Cic,Cis,health,is_healthy,parse_status
C19,2026-04-01 09:00:00,291600.0,-0.0009549411479384,3.795186387379e-12,0.0,17.228515625,0.00110078335274,0.9880294013333,-2.108482850134,-0.6635721784105,0.9736706943441,3.647830518212e-09,5.721666901821e-10,3.548339009285e-06,5.838461220264e-06,255.19921875,71.24609375,1.862645149231e-09,-3.818422555923e-08,0.0,yes,ok
C19,2026-04-01 09:00:00,291600.0,-0.0009549411479384,3.795186387379e-12,0.0,17.228515625,0.00110078335274,0.9880294013333,-2.108482850134,-0.6635721784105,0.9736706943441,3.647830518212e-09,5.721666901821e-10,3.548339009285e-06,5.838461220264e-06,255.19921875,71.24609375,1.862645149231e-09,-3.818422555923e-08,0.0,yes,ok
C19,2026-04-01 10:00:00,295200.0,-0.0009549260721542,3.946176718728e-12,0.0,33.12109375,0.001100842200685,0.9880314201602,-2.108507420575,-0.6635030906412,1.461167901131,3.611936165925e-09,5.82881422208e-10,3.569759428501e-06,5.842186510563e-06,255.18359375,71.83203125,2.235174179077e-08,-4.004687070847e-08,0.0,yes,ok
C19,2026-04-01 10:00:00,295200.0,-0.0009549260721542,3.946176718728e-12,0.0,33.12109375,0.001100842200685,0.9880314201602,-2.108507420575,-0.6635030906412,1.461167901131,3.611936165925e-09,5.82881422208e-10,3.569759428501e-06,5.842186510563e-06,255.18359375,71.83203125,2.235174179077e-08,-4.004687070847e-08,0.0,yes,ok
C19,2026-04-01 11:00:00,298800.0,-0.0009549126843922,3.862687947276e-12,0.0,55.25390625,0.001102331036236,0.9880335106702,-2.10853199321,-0.6625581274855,1.947785498433,3.560684031068e-09,5.88238788221e-10,3.844499588013e-06,5.81331551075e-06,255.95703125,78.8203125,2.514570951462e-08,-2.98023223877e-08,0.0,yes,ok
C19,2026-04-01 11:00:00,298800.0,-0.0009549126843922,3.862687947276e-12,0.0,55.25390625,0.001102331036236,0.9880335106702,-2.10853199321,-0.6625581274855,1.947785498433,3.560684031068e-09,5.88238788221e-10,3.844499588013e-06,5.81331551075e-06,255.95703125,78.8203125,2.514570951462e-08,-2.98023223877e-08,0.0,yes,ok
C19,2026-04-01 12:00:00,302400.0,-0.0009548988891765,3.847588914141e-12,0.0,51.125,0.001102548849303,0.9880356319014,-2.108556478801,-0.6623097452079,2.435101839537,3.57104160536e-09,5.794884237331e-10,3.913417458534e-06,5.864538252354e-06,255.32421875,80.05078125,4.097819328308e-08,-3.259629011154e-08,0.0,yes,ok
C19,2026-04-01 12:00:00,302400.0,-0.0009548988891765,3.847588914141e-12,0.0,51.125,0.001102548849303,0.9880356319014,-2.108556478801,-0.6623097452079,2.435101839537,3.57104160536e-09,5.794884237331e-10,3.913417458534e-06,5.864538252354e-06,255.32421875,80.05078125,4.097819328308e-08,-3.259629011154e-08,0.0,yes,ok
C19,2026-04-01 13:00:00,306000.0,-0.0009548855596222,3.798739101057e-12,0.0,38.560546875,0.00110255664913,0.9880376638946,-2.108580921968,-0.6632584753778,2.923618003876,3.600149960697e-09,5.668093241692e-10,3.944151103497e-06,5.755573511124e-06,259.26953125,81.1015625,5.40167093277e-08,-2.793967723846e-09,0.0,yes,ok
C19,2026-04-01 13:00:00,306000.0,-0.0009548855596222,3.798739101057e-12,0.0,38.560546875,0.00110255664913,0.9880376638946,-2.108580921968,-0.6632584753778,2.923618003876,3.600149960697e-09,5.668093241692e-10,3.944151103497e-06,5.755573511124e-06,259.26953125,81.1015625,5.40167093277e-08,-2.793967723846e-09,0.0,yes,ok
C19,2026-04-01 14:00:00,309600.0,-0.0009548719390295,3.788969138441e-12,0.0,43.98046875,0.001102311362047,0.9880397032024,-2.108605556045,-0.6629356188666,-2.872325126294,3.56550566048e-09,5.659164298337e-10,3.883615136147e-06,5.763024091721e-06,259.0390625,79.41796875,5.494803190231e-08,1.862645149231e-09,0.0,yes,ok
C19,2026-04-01 14:00:00,309600.0,-0.0009548719390295,3.788969138441e-12,0.0,43.98046875,0.001102311362047,0.9880397032024,-2.108605556045,-0.6629356188666,-2.872325126294,3.56550566048e-09,5.659164298337e-10,3.883615136147e-06,5.763024091721e-06,259.0390625,79.41796875,5.494803190231e-08,1.862645149231e-09,0.0,yes,ok
C19,2026-04-01 15:00:00,313200.0,-0.0009548584930599,3.771205570047e-12,0.0,47.404296875,0.001101277302951,0.9880419590221,-2.108630166716,-0.6622771565133,-2.38542033696,3.508360423008e-09,5.532373302697e-10,3.76533716917e-06,5.685724318027e-06,261.78125,75.3515625,8.568167686462e-08,5.40167093277e-08,0.0,yes,ok
C19,2026-04-01 16:00:00,316800.0,-0.0009548450470902,3.76143560743e-12,0.0,28.25,0.001102025911678,0.9880442287395,-2.108654409463,-0.6622777416805,-1.897853054935,3.503360214729e-09,5.043067206849e-10,3.737397491932e-06,5.845911800861e-06,259.0078125,74.65625,2.793967723846e-09,1.257285475731e-07,0.0,yes,ok
C19,2026-04-01 17:00:00,320400.0,-0.0009548323578201,3.695710404372e-12,0.0,12.478515625,0.001103892282117,0.9880462190395,-2.108678355238,-0.6616014097829,-1.410960046481,3.519432312768e-09,4.33589489314e-10,3.434717655182e-06,6.034970283508e-06,254.9453125,68.16796875,-8.568167686462e-08,4.749745130539e-08,0.0,yes,ok
C19,2026-04-01 17:00:00,320400.0,-0.0009548323578201,3.695710404372e-12,0.0,12.478515625,0.001103892282117,0.9880462190395,-2.108678355238,-0.6616014097829,-1.410960046481,3.519432312768e-09,4.33589489314e-10,3.434717655182e-06,6.034970283508e-06,254.9453125,68.16796875,-8.568167686462e-08,4.749745130539e-08,0.0,yes,ok
C19,2026-04-01 18:00:00,324000.0,-0.0009548185626045,3.735678433259e-12,0.0,25.484375,0.001104201423004,0.9880478275179,-2.108702272485,-0.6613785130012,-0.9236163385678,3.505681740002e-09,3.834088276595e-10,3.321096301079e-06,6.010755896568e-06,254.99609375,66.71875,-4.377216100693e-08,-2.142041921616e-08,0.0,yes,ok
C19,2026-04-01 18:00:00,324000.0,-0.0009548185626045,3.735678433259e-12,0.0,25.484375,0.001104201423004,0.9880478275179,-2.108702272485,-0.6613785130012,-0.9236163385678,3.505681740002e-09,3.834088276595e-10,3.321096301079e-06,6.010755896568e-06,254.99609375,66.71875,-4.377216100693e-08,-2.142041921616e-08,0.0,yes,ok
C19,2026-04-01 19:00:00,327600.0,-0.0009548048838042,3.756106536912e-12,0.0,49.947265625,0.001103915390559,0.9880491924205,-2.108726434772,-0.6627076077233,-0.4347243535,3.484073697083e-09,3.730512533678e-10,3.348104655743e-06,6.213784217834e-06,249.328125,67.515625,-2.235174179077e-08,-1.583248376846e-08,0.0,yes,ok
C19,2026-04-01 19:00:00,327600.0,-0.0009548048838042,3.756106536912e-12,0.0,49.947265625,0.001103915390559,0.9880491924205,-2.108726434772,-0.6627076077233,-0.4347243535,3.484073697083e-09,3.730512533678e-10,3.348104655743e-06,6.213784217834e-06,249.328125,67.515625,-2.235174179077e-08,-1.583248376846e-08,0.0,yes,ok
