sat_id,toc_time,toe,af0,af1,af2,sqrtA,e,i0,Omega0,omega,M0,delta_n,health
C35,2026-04-01 20:00:00,331200.0,-0.0003291970933788,-1.507594049599e-11,0.0,-62.306640625,0.0009888230706565,0.9448622283444,2.029533951721,0.8004647427981,-0.09528943661609,4.576797784856e-09,0.0
C35,2026-04-01 21:00:00,334800.0,-0.0003292515175417,-1.508748681545e-11,0.0,-70.4609375,0.0009893226670101,0.9448611077491,2.029507036223,0.7996093021827,0.3931364963988,4.558404161545e-09,0.0
C35,2026-04-01 21:00:00,334800.0,-0.0003292515175417,-1.508748681545e-11,0.0,-70.4609375,0.0009893226670101,0.9448611077491,2.029507036223,0.7996093021827,0.3931364963988,4.558404161545e-09,0.0
C35,2026-04-01 22:00:00,338400.0,-0.0003293067566119,-1.516387015954e-11,0.0,-99.4140625,0.0009879317949526,0.9448601861108,2.029480180704,0.8002430682845,0.8800779120804,4.557511267209e-09,0.0
C35,2026-04-01 22:00:00,338400.0,-0.0003293067566119,-1.516387015954e-11,0.0,-99.4140625,0.0009879317949526,0.9448601861108,2.029480180704,0.8002430682845,0.8800779120804,4.557511267209e-09,0.0
C35,2026-04-01 23:00:00,342000.0,-0.0003293614136055,-1.517896919268e-11,0.0,-114.201171875,0.0009857585537247,0.9448593229891,2.029453475866,0.8002276718031,1.367670162461,4.554475426468e-09,0.0
C35,2026-04-01 23:00:00,342000.0,-0.0003293614136055,-1.517896919268e-11,0.0,-114.201171875,0.0009857585537247,0.9448593229891,2.029453475866,0.8002276718031,1.367670162461,4.554475426468e-09,0.0
C36,2026-04-01 00:00:00,259200.0,0.0002923263818957,-2.532196674565e-12,0.0,430.388671875,0.0006055800477043,0.9460140166639,-0.02585060656438,-1.018775582789,1.150088456932,3.739084319299e-09,0.0
C36,2026-04-01 00:00:00,259200.0,0.0002923263818957,-2.532196674565e-12,0.0,430.388671875,0.0006055800477043,0.9460140166639,-0.02585060656438,-1.018775582789,1.150088456932,3.739084319299e-09,0.0
C36,2026-04-01 01:00:00,262800.0,0.0002923170686699,-2.549072064539e-12,0.0,492.599609375,0.0006116346921772,0.9460143172935,-0.02587457281982,-1.015611266846,1.634468233568,3.602471485969e-09,0.0
C36,2026-04-01 01:00:00,262800.0,0.0002923170686699,-2.549072064539e-12,0.0,492.599609375,0.0006116346921772,0.9460143172935,-0.02587457281982,-1.015611266846,1.634468233568,3.602471485969e-09,0.0
