epoch_time,status,satellite_count,raw_satellite_count,true_X,true_Y,true_Z,true_lat,true_lon,true_height,X,Y,Z,lat,lon,height,clock_bias,PDOP,GDOP,error_3d,iteration_count,rejected_outliers,failure_reason,elevation_mask_deg
2026-04-01 00:00:00,成功,27,27,-2267800.0,5009340.0,3221000.0,30.528523305097554,114.35694411951748,41.87964256014675,-2267801.4014655952,5009342.3738756105,3220995.2837466756,30.52847410350397,114.35694722140263,41.84461227990687,72.93295752366731,14.985623034021286,15.039186139810575,5.462823139084911,2,0,,0.0
2026-04-01 00:05:00,成功,27,27,-2267800.0,5009340.0,3221000.0,30.528523305097554,114.35694411951748,41.87964256014675,-2267773.6461438853,5009354.463458359,3220991.797745745,30.528449003009957,114.35663180600538,39.70066542271525,85.43422594680628,16.982806979823778,17.03676480210394,31.16078199730007,3,0,,0.0
2026-04-01 00:10:00,成功,27,27,-2267800.0,5009340.0,3221000.0,30.528523305097554,114.35694411951748,41.87964256014675,-2267767.1399745513,5009358.695223504,3220996.189199995,30.528477754212457,114.35655186216142,42.94081107247621,79.4363009667934,12.476341888008584,12.519088789867196,37.997563751188125,2,0,,0.0
2026-04-01 00:15:00,成功,27,27,-2267800.0,5009340.0,3221000.0,30.528523305097554,114.35694411951748,41.87964256014675,-2267838.715698511,5009318.62057753,3221006.6445158683,30.52859101078497,114.35740349626808,42.232085534371436,97.46269110255109,18.36475937426388,18.412229848740612,44.722864481820025,3,0,,0.0
2026-04-01 00:20:00,成功,27,27,-2267800.0,5009340.0,3221000.0,30.528523305097554,114.35694411951748,41.87964256014675,-2267711.3154036496,5009388.126730765,3220977.1374178184,30.52831236191943,114.3558954813654,36.5273965857923,78.94587304265023,22.217272878402408,22.259803198501377,103.45935196004962,3,0,,0.0
2026-04-01 00:25:00,成功,27,27,-2267800.0,5009340.0,3221000.0,30.528523305097554,114.35694411951748,41.87964256014675,-2267798.706103378,5009341.622916858,3221002.4445248106,30.528537969332376,114.35692486323634,43.935243097133934,88.69675095047626,16.54635464853371,16.571620411066064,3.206825399895167,3,0,,0.0
2026-04-01 00:30:00,成功,27,27,-2267800.0,5009340.0,3221000.0,30.528523305097554,114.35694411951748,41.87964256014675,-2267793.565752949,5009338.946077427,3220996.010823484,30.528508867983323,114.35688757249746,36.74049332179129,83.78110260670344,17.783919219642414,17.801827454485775,7.64354742103203,2,0,,0.0
2026-04-01 00:35:00,成功,26,26,-2267800.0,5009340.0,3221000.0,30.528523305097554,114.35694411951748,41.87964256014675,-2267788.412953375,5009343.505308683,3221002.554547079,30.52855041768066,114.35681906794977,41.811641953885555,65.18671759998487,12.877451435786044,12.993371200862118,12.372249158247374,2,0,,0.0
2026-04-01 00:40:00,成功,26,26,-2267800.0,5009340.0,3221000.0,30.528523305097554,114.35694411951748,41.87964256014675,-2267786.858490936,5009346.44798464,3221004.3939002887,30.52855536333709,114.35679166691499,44.50290102697909,79.53456544114975,19.274669139718704,19.43152996064263,15.283393803035844,2,0,,0.0
2026-04-01 00:45:00,成功,26,26,-2267800.0,5009340.0,3221000.0,30.528523305097554,114.35694411951748,41.87964256014675,-2267834.5911933496,5009323.980208809,3221008.680986834,30.52859225608343,114.35734131279214,46.00703088007867,45.89226340768141,14.653311796060686,14.76517416868301,39.09659703325235,3,0,,0.0
2026-04-01 00:50:00,成功,26,26,-2267800.0,5009340.0,3221000.0,30.528523305097554,114.35694411951748,41.87964256014675,-2267777.2706858134,5009350.791106839,3220994.369816453,30.52847746725534,114.35668199251114,39.413057466968894,74.39293042208116,16.46668064609064,16.57586880468177,25.783108365154384,3,0,,0.0
2026-04-01 00:55:00,成功,26,26,-2267800.0,5009340.0,3221000.0,30.528523305097554,114.35694411951748,41.87964256014675,-2267833.027805031,5009321.601953241,3221016.9680425287,30.528669526279945,114.35733669290339,47.79496774356812,78.01863102054224,15.175624834635048,15.263086593241757,41.43957645723001,3,0,,0.0
2026-04-01 01:00:00,成功,26,26,-2267800.0,5009340.0,3221000.0,30.528523305097554,114.35694411951748,41.87964256014675,-2267809.7138603018,5009336.320896301,3221001.959912832,30.528535534051183,114.35705213697847,43.439035795629025,65.17368095289761,17.564233591629048,17.643570902492566,10.570531883296066,3,0,,0.0
